iter	RMSE
716	1.943743397
717	1.943611617
718	1.943584762
719	1.943474325
720	1.943397019
721	1.943288323
722	1.943131753
723	1.942999517
724	1.942861469
725	1.94272177
726	1.942615111
727	1.942483527
728	1.942454814
729	1.942320754
730	1.94214528
731	1.941998398
732	1.941914549
733	1.941755477
734	1.941642318
735	1.941528127
736	1.941316159
737	1.941254245
738	1.941209679
739	1.941019606
740	1.940879188
741	1.94073692
742	1.940564088
743	1.940478235
744	1.940348328
745	1.940193984
746	1.940091719
747	1.939925643
748	1.939763304
749	1.939661551
750	1.939554225
751	1.939442472
752	1.939374849
753	1.939276991
754	1.939260901
755	1.939143129
756	1.939035497
757	1.938957239
758	1.938833701
759	1.938719176
760	1.938608276
761	1.938495391
762	1.938431267
763	1.938339917
764	1.938197511
765	1.938058315
766	1.93791518
767	1.937816811
768	1.93765737
769	1.937541669
770	1.93741873
771	1.93730554
772	1.937106844
773	1.936968736
774	1.936829735
775	1.936750095
776	1.936628258
777	1.936509443
778	1.936399453
779	1.936272738
780	1.936138938
781	1.936079157
782	1.935965679
783	1.935783614
784	1.935638401
785	1.935493032
786	1.935398566
787	1.935274193
788	1.93506384
789	1.934994817
790	1.934802745
791	1.93467269
792	1.934504252
793	1.934383872
794	1.934288612
795	1.93418356
796	1.934057952
797	1.933968016
798	1.933842263
799	1.933727045
800	1.933707174
801	1.933564986
802	1.933364213
803	1.933281878
804	1.933170489
805	1.933007745
806	1.932929755
807	1.932848743
808	1.932717727
809	1.932619827
810	1.932446095
811	1.932341545
812	1.932167956
813	1.932095271
814	1.932019488
815	1.931933268
816	1.931832836
817	1.931615305
818	1.931566011
819	1.931443913
820	1.931266052
821	1.931165629
822	1.931108167
823	1.930994388
824	1.9308226
825	1.930691831
826	1.93060996
827	1.930418059
828	1.930240272
829	1.930191162
830	1.930150947
831	1.929960763
832	1.929820931
833	1.92969682
834	1.929514295
835	1.929414189
836	1.929229992
837	1.929099637
838	1.929003947
839	1.92883643
840	1.928762852
841	1.928632259
842	1.928444844
843	1.928357789
844	1.928248029
845	1.928130763
846	1.92800933
847	1.927992666
848	1.927832173
849	1.927671229
850	1.927496211
851	1.927335959
852	1.927177251
853	1.927002467
854	1.92689556
855	1.926746322
856	1.926569996
857	1.926499754
858	1.926420663
859	1.926291387
860	1.926264643
861	1.926103735
862	1.926064559
863	1.925994542
864	1.925850131
865	1.925674474
866	1.925593469
867	1.925436813
868	1.92532611
869	1.925209403
870	1.925174446
871	1.924979341
872	1.924920225
873	1.924757023
874	1.924606168
875	1.924422815
876	1.924346006
877	1.924301941
878	1.924240249
879	1.924176776
880	1.924004966
881	1.923814274
882	1.923789932
883	1.923679466
884	1.923523859
885	1.923508471
886	1.923475205
887	1.923429509
888	1.92330436
889	1.923238352
890	1.923178459
891	1.923051801
892	1.922972905
893	1.92286098
894	1.922792431
895	1.922637528
896	1.922469602
897	1.922318382
898	1.922213052
899	1.922047519
900	1.921968931
901	1.921826928
902	1.921669307
903	1.921509549
904	1.921373981
905	1.921354746
906	1.921273323
907	1.921103266
908	1.920989923
909	1.920912464
910	1.920805743
911	1.920665264
912	1.920570987
913	1.920474258
914	1.920392728
915	1.92025749
916	1.920130251
917	1.920020625
918	1.919915059
919	1.91968968
920	1.919631965
921	1.919438065
922	1.91935395
923	1.919251509
924	1.919071631
925	1.919035514
926	1.918957935
927	1.918812161
928	1.918761795
929	1.918706538
930	1.918638638
931	1.918612466
932	1.918440063
933	1.918422053
934	1.918322057
935	1.918197477
936	1.918140493
937	1.918026047
938	1.917944553
939	1.917905824
940	1.91778714
941	1.917737102
942	1.917607573
943	1.91749824
944	1.917434786
945	1.917380639
946	1.917188313
947	1.917073471
948	1.916979931
949	1.916843117
950	1.916699446
951	1.916608634
952	1.916518098
953	1.916448527
954	1.916306415
955	1.916279346
956	1.91620302
957	1.91603717
958	1.916012875
959	1.915957483
960	1.915841248
961	1.915629412
962	1.915550324
963	1.915430875
964	1.91533897
965	1.915193928
966	1.915170524
967	1.915069745
968	1.914988984
969	1.914915623
970	1.914781594
971	1.914631247
972	1.914603708
973	1.914580463
974	1.91450641
975	1.914437086
976	1.914338091
977	1.914224919
978	1.914087791
979	1.913989159
980	1.913849906
981	1.913715865
982	1.913694058
983	1.913615079
984	1.913556722
985	1.913430272
986	1.913310939
987	1.913134205
988	1.913055475
989	1.91293505
990	1.912812048
991	1.912706986
992	1.912615671
993	1.912502229
994	1.91244391
995	1.912293959
996	1.912157197
997	1.912051552
998	1.911932738
999	1.911769578
